Country,Related JobCategory,Level1,Level2,projects,percent
United States,30,Networking & Information Systems,Firewalls & Security,12,7.25667462885133E-005
United States,31,Networking & Information Systems,DBA - Database Administration,472,0.002854292
United States,32,Networking & Information Systems,Server Administration,1133,0.0068515103
United States,33,Networking & Information Systems,Other - Networking & Information Systems,518,0.0031324645
United States,34,Writing & Translation,Technical Writing,3636,0.0219877241
United States,35,Writing & Translation,Website Content,10753,0.0650258519
United States,37,Writing & Translation,Blog & Article Writing,22809,0.137931243
United States,38,Writing & Translation,Copywriting,5085,0.0307501587
United States,39,Writing & Translation,Other - Writing & Translation,8933,0.0540198954
United States,40,Administrative Support,Data Entry,5978,0.0361503341
United States,41,Administrative Support,Personal Assistant,4273,0.0258398089
United States,42,Administrative Support,Web Research,3643,0.0220300547
United States,43,Administrative Support,Email Response Handling,477,0.0028845282
United States,46,Administrative Support,Other - Administrative Support,6079,0.0367611042
United States,47,Design & Multimedia,Graphic Design,6730,0.0406978502
United States,48,Design & Multimedia,Logo Design,3040,0.0183835757
United States,49,Design & Multimedia,Illustration,1285,0.0077706891
United States,50,Design & Multimedia,Print Design,1448,0.0087563874
United States,51,Design & Multimedia,3D Modeling & CAD,714,0.0043177214
United States,53,Design & Multimedia,Audio Production,1032,0.0062407402
United States,54,Design & Multimedia,Video Production,1774,0.010727784
United States,55,Design & Multimedia,Voice Talent,2657,0.0160674871
United States,56,Design & Multimedia,Animation,774,0.0046805551
United States,57,Design & Multimedia,Other - Design & Multimedia,1300,0.0078613975
United States,58,Writing & Translation,Translation,2955,0.0178695613
United States,59,Networking & Information Systems,ERP / CRM Implementation,89,0.0005382034
United States,60,Design & Multimedia,Presentations,494,0.0029873311
United States,61,Design & Multimedia,Engineering & Technical Design,174,0.0010522178
United States,62,Writing & Translation,Creative Writing,6205,0.0375230551
United States,63,Administrative Support,Transcription,3530,0.0213467179
United States,64,Customer Service,Customer Service & Support,2722,0.0164605569
United States,65,Customer Service,Technical Support,691,0.0041786351
United States,66,Customer Service,Phone Support,560,0.0033864482
United States,67,Customer Service,Other - Customer Service,889,0.0053759865
United States,68,Sales & Marketing,Advertising,883,0.0053397031
United States,69,Sales & Marketing,Email Marketing,322,0.0019472077
United States,70,Sales & Marketing,SEM - Search Engine Marketing,647,0.0039125571
United States,71,Sales & Marketing,SMM - Social Media Marketing,1134,0.0068575575
United States,72,Sales & Marketing,PR - Public Relations,642,0.0038823209
United States,73,Sales & Marketing,Telemarketing & Telesales,1080,0.0065310072
United States,74,Sales & Marketing,Market Research & Surveys,562,0.0033985426
United States,75,Sales & Marketing,Sales & Lead Generation,2234,0.0135095093
United States,76,Sales & Marketing,Other - Sales & Marketing,1746,0.0105584616
United States,77,Business Services,Accounting,615,0.0037190457
United States,78,Business Services,HR / Payroll,124,0.0007498564
United States,79,Business Services,Financial Services & Planning,236,0.001427146
United States,80,Business Services,Payment Processing,49,0.0002963142
United States,81,Business Services,Legal,1141,0.0068998881
United States,82,Business Services,Project Management,778,0.0047047441
United States,83,Business Services,Business Consulting,527,0.0031868896
United States,84,Business Services,Recruiting,578,0.0034952983
United States,85,Business Services,Statistical Analysis,378,0.0022858525
United States,86,Business Services,Other - Business Services,1971,0.0119190881
United States,87,Customer Service,Order Processing,590,0.003567865
United States,88,Sales & Marketing,SEO - Search Engine Optimization,1888,0.0114171681
United States,89,Sales & Marketing,Business Plans & Marketing Strategy,973,0.0058839537
United States,90,Business Services,Bookkeeping,659,0.0039851238
United States Minor Outlying Islands,8,Web Development,Web Design,1,0.0098039216
United States Minor Outlying Islands,18,Software Development,Desktop Applications,1,0.0098039216
United States Minor Outlying Islands,35,Writing & Translation,Website Content,9,0.0882352941
United States Minor Outlying Islands,37,Writing & Translation,Blog & Article Writing,23,0.2254901961
United States Minor Outlying Islands,38,Writing & Translation,Copywriting,5,0.0490196078
United States Minor Outlying Islands,39,Writing & Translation,Other - Writing & Translation,19,0.1862745098
United States Minor Outlying Islands,40,Administrative Support,Data Entry,20,0.1960784314
United States Minor Outlying Islands,47,Design & Multimedia,Graphic Design,1,0.0098039216
United States Minor Outlying Islands,62,Writing & Translation,Creative Writing,6,0.0588235294
United States Minor Outlying Islands,68,Sales & Marketing,Advertising,1,0.0098039216
United States Minor Outlying Islands,75,Sales & Marketing,Sales & Lead Generation,1,0.0098039216
United States Minor Outlying Islands,86,Business Services,Other - Business Services,1,0.0098039216
United States Minor Outlying Islands,88,Sales & Marketing,SEO - Search Engine Optimization,14,0.137254902
United States Virgin Islands,17,Web Development,Other - Web Development,1,0.1
United States Virgin Islands,23,Software Development,Mobile Apps,2,0.2
United States Virgin Islands,37,Writing & Translation,Blog & Article Writing,1,0.1
United States Virgin Islands,39,Writing & Translation,Other - Writing & Translation,1,0.1
United States Virgin Islands,46,Administrative Support,Other - Administrative Support,2,0.2
United States Virgin Islands,57,Design & Multimedia,Other - Design & Multimedia,1,0.1
United States Virgin Islands,65,Customer Service,Technical Support,1,0.1
United States Virgin Islands,86,Business Services,Other - Business Services,1,0.1
Uruguay,8,Web Development,Web Design,124,0.0856945404
Uruguay,9,Web Development,Web Programming,244,0.1686247408
Uruguay,11,Web Development,Ecommerce,14,0.00967519
Uruguay,13,Web Development,UI Design,11,0.007601935
Uruguay,15,Web Development,Website QA,8,0.00552868
Uruguay,16,Web Development,Website Project Management,4,0.00276434
Uruguay,17,Web Development,Other - Web Development,29,0.0200414651
Uruguay,18,Software Development,Desktop Applications,32,0.0221147201
Uruguay,19,Software Development,Client-Server Applications,9,0.006219765
Uruguay,20,Software Development,Game Development,9,0.006219765
Uruguay,21,Software Development,Scripts & Utilities,14,0.00967519
Uruguay,22,Software Development,Software Plug-ins,6,0.00414651
Uruguay,23,Software Development,Mobile Apps,46,0.0317899102
Uruguay,24,Software Development,Application Interface Design,5,0.003455425
Uruguay,25,Software Development,Software Project Management,8,0.00552868
Uruguay,26,Software Development,Software QA,9,0.006219765
Uruguay,27,Software Development,VOIP,1,0.000691085
Uruguay,28,Software Development,Other - Software Development,51,0.0352453352
Uruguay,29,Networking & Information Systems,Network Administration,4,0.00276434
Uruguay,31,Networking & Information Systems,DBA - Database Administration,3,0.002073255
Uruguay,32,Networking & Information Systems,Server Administration,35,0.0241879751
Uruguay,33,Networking & Information Systems,Other - Networking & Information Systems,4,0.00276434
Uruguay,34,Writing & Translation,Technical Writing,26,0.0179682101
Uruguay,35,Writing & Translation,Website Content,47,0.0324809952
Uruguay,37,Writing & Translation,Blog & Article Writing,42,0.0290255701
Uruguay,38,Writing & Translation,Copywriting,8,0.00552868
Uruguay,39,Writing & Translation,Other - Writing & Translation,28,0.0193503801
Uruguay,40,Administrative Support,Data Entry,21,0.0145127851
Uruguay,41,Administrative Support,Personal Assistant,12,0.00829302
Uruguay,42,Administrative Support,Web Research,15,0.0103662751
Uruguay,43,Administrative Support,Email Response Handling,1,0.000691085
Uruguay,46,Administrative Support,Other - Administrative Support,4,0.00276434
Uruguay,47,Design & Multimedia,Graphic Design,125,0.0863856254
Uruguay,48,Design & Multimedia,Logo Design,35,0.0241879751
Uruguay,49,Design & Multimedia,Illustration,10,0.00691085
Uruguay,50,Design & Multimedia,Print Design,15,0.0103662751
Uruguay,51,Design & Multimedia,3D Modeling & CAD,10,0.00691085
Uruguay,53,Design & Multimedia,Audio Production,4,0.00276434
Uruguay,54,Design & Multimedia,Video Production,1,0.000691085
Uruguay,55,Design & Multimedia,Voice Talent,10,0.00691085
Uruguay,56,Design & Multimedia,Animation,1,0.000691085
Uruguay,57,Design & Multimedia,Other - Design & Multimedia,7,0.004837595
Uruguay,58,Writing & Translation,Translation,181,0.1250863856
Uruguay,59,Networking & Information Systems,ERP / CRM Implementation,1,0.000691085
Uruguay,60,Design & Multimedia,Presentations,1,0.000691085
Uruguay,62,Writing & Translation,Creative Writing,8,0.00552868
Uruguay,63,Administrative Support,Transcription,5,0.003455425
Uruguay,64,Customer Service,Customer Service & Support,4,0.00276434
Uruguay,65,Customer Service,Technical Support,4,0.00276434
Uruguay,68,Sales & Marketing,Advertising,7,0.004837595
Uruguay,70,Sales & Marketing,SEM - Search Engine Marketing,54,0.0373185902
Uruguay,71,Sales & Marketing,SMM - Social Media Marketing,4,0.00276434
Uruguay,74,Sales & Marketing,Market Research & Surveys,6,0.00414651
Uruguay,75,Sales & Marketing,Sales & Lead Generation,1,0.000691085
Uruguay,76,Sales & Marketing,Other - Sales & Marketing,5,0.003455425
Uruguay,82,Business Services,Project Management,3,0.002073255
Uruguay,83,Business Services,Business Consulting,1,0.000691085
Uruguay,84,Business Services,Recruiting,2,0.00138217
Uruguay,85,Business Services,Statistical Analysis,4,0.00276434
Uruguay,86,Business Services,Other - Business Services,6,0.00414651
Uruguay,87,Customer Service,Order Processing,1,0.000691085
Uruguay,88,Sales & Marketing,SEO - Search Engine Optimization,49,0.0338631652
Uruguay,89,Sales & Marketing,Business Plans & Marketing Strategy,3,0.002073255
Uzbekistan,8,Web Development,Web Design,17,0.0854271357
Uzbekistan,9,Web Development,Web Programming,79,0.3969849246
Uzbekistan,11,Web Development,Ecommerce,1,0.0050251256
Uzbekistan,13,Web Development,UI Design,2,0.0100502513
Uzbekistan,17,Web Development,Other - Web Development,2,0.0100502513
Uzbekistan,18,Software Development,Desktop Applications,20,0.1005025126
Uzbekistan,20,Software Development,Game Development,3,0.0150753769
Uzbekistan,21,Software Development,Scripts & Utilities,5,0.0251256281
Uzbekistan,23,Software Development,Mobile Apps,4,0.0201005025
Uzbekistan,25,Software Development,Software Project Management,1,0.0050251256
Uzbekistan,26,Software Development,Software QA,1,0.0050251256
Uzbekistan,28,Software Development,Other - Software Development,6,0.0301507538
Uzbekistan,31,Networking & Information Systems,DBA - Database Administration,2,0.0100502513
Uzbekistan,33,Networking & Information Systems,Other - Networking & Information Systems,1,0.0050251256
Uzbekistan,35,Writing & Translation,Website Content,1,0.0050251256
Uzbekistan,37,Writing & Translation,Blog & Article Writing,2,0.0100502513
Uzbekistan,39,Writing & Translation,Other - Writing & Translation,2,0.0100502513
Uzbekistan,40,Administrative Support,Data Entry,3,0.0150753769
Uzbekistan,41,Administrative Support,Personal Assistant,3,0.0150753769
Uzbekistan,42,Administrative Support,Web Research,14,0.0703517588
Uzbekistan,47,Design & Multimedia,Graphic Design,3,0.0150753769
Uzbekistan,49,Design & Multimedia,Illustration,2,0.0100502513
Uzbekistan,53,Design & Multimedia,Audio Production,1,0.0050251256
Uzbekistan,54,Design & Multimedia,Video Production,2,0.0100502513
Uzbekistan,58,Writing & Translation,Translation,6,0.0301507538
Uzbekistan,60,Design & Multimedia,Presentations,1,0.0050251256
Uzbekistan,61,Design & Multimedia,Engineering & Technical Design,4,0.0201005025
Uzbekistan,65,Customer Service,Technical Support,1,0.0050251256
Uzbekistan,86,Business Services,Other - Business Services,1,0.0050251256
Uzbekistan,88,Sales & Marketing,SEO - Search Engine Optimization,5,0.0251256281
Venezuela,8,Web Development,Web Design,42,0.0391061453
Venezuela,9,Web Development,Web Programming,143,0.1331471136
Venezuela,11,Web Development,Ecommerce,17,0.0158286778
Venezuela,13,Web Development,UI Design,4,0.0037243948
Venezuela,15,Web Development,Website QA,1,0.0009310987
Venezuela,16,Web Development,Website Project Management,5,0.0046554935
Venezuela,17,Web Development,Other - Web Development,16,0.0148975791
Venezuela,18,Software Development,Desktop Applications,33,0.030726257
Venezuela,20,Software Development,Game Development,2,0.0018621974
Venezuela,21,Software Development,Scripts & Utilities,10,0.009310987
Venezuela,23,Software Development,Mobile Apps,3,0.0027932961
Venezuela,25,Software Development,Software Project Management,8,0.0074487896
Venezuela,28,Software Development,Other - Software Development,24,0.0223463687
Venezuela,29,Networking & Information Systems,Network Administration,13,0.0121042831
Venezuela,31,Networking & Information Systems,DBA - Database Administration,4,0.0037243948
Venezuela,32,Networking & Information Systems,Server Administration,1,0.0009310987
Venezuela,33,Networking & Information Systems,Other - Networking & Information Systems,7,0.0065176909
Venezuela,34,Writing & Translation,Technical Writing,10,0.009310987
Venezuela,35,Writing & Translation,Website Content,30,0.0279329609
Venezuela,37,Writing & Translation,Blog & Article Writing,29,0.0270018622
Venezuela,38,Writing & Translation,Copywriting,1,0.0009310987
Venezuela,39,Writing & Translation,Other - Writing & Translation,33,0.030726257
Venezuela,40,Administrative Support,Data Entry,10,0.009310987
Venezuela,41,Administrative Support,Personal Assistant,32,0.0297951583
Venezuela,42,Administrative Support,Web Research,20,0.0186219739
Venezuela,43,Administrative Support,Email Response Handling,7,0.0065176909
Venezuela,46,Administrative Support,Other - Administrative Support,16,0.0148975791
Venezuela,47,Design & Multimedia,Graphic Design,113,0.1052141527
Venezuela,48,Design & Multimedia,Logo Design,15,0.0139664804
